MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1891436	Foxp3	forkhead box P3	X		negative regulation of T cell proliferation			ISO	Q9BZS1 	J:164563 	
MGI:1891436	Foxp3	forkhead box P3	X		negative regulation of T-helper 17 cell differentiation			ISO	Q9BZS1 	J:164563 	
MGI:1891436	Foxp3	forkhead box P3	X		positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	regulates the differentiation of CD4-positive, CD25-positive, alpha-beta regulatory T cell		IMP	MGI:1857034 	J:118845 	
MGI:1891436	Foxp3	forkhead box P3	X		positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	regulates the differentiation of induced T-regulatory cell		IMP	MGI:1857034 	J:137389 	
MGI:1891436	Foxp3	forkhead box P3	X		positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation			IMP	MGI:2654936 	J:82560 	
MGI:1891436	Foxp3	forkhead box P3	X		positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	regulates the differentiation of CD4-positive, alpha-beta T cell		IMP	MGI:3696705 	J:117165 	
MGI:1891436	Foxp3	forkhead box P3	X		positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation			TAS		J:136164 	
MGI:1891436	Foxp3	forkhead box P3	X		positive regulation of immature T cell proliferation in thymus	regulates a function/process that happens in thymus		IMP	MGI:1857034 	J:116829 	
MGI:1891436	Foxp3	forkhead box P3	X		positive regulation of regulatory T cell differentiation	regulates the differentiation of CL:0000084		IDA		J:116306 	
MGI:1891436	Foxp3	forkhead box P3	X		positive regulation of regulatory T cell differentiation	regulates the differentiation of CD4-positive, alpha-beta T cell		IDA		J:117627 	
MGI:1891436	Foxp3	forkhead box P3	X		positive regulation of regulatory T cell differentiation			IDA		J:82045 J:89682 	
MGI:1891436	Foxp3	forkhead box P3	X		positive regulation of regulatory T cell differentiation			IMP	MGI:2654936 	J:97029 	
MGI:1891436	Foxp3	forkhead box P3	X		positive regulation of regulatory T cell differentiation			ISO	Q9BZS1 	J:164563 	
MGI:1891436	Foxp3	forkhead box P3	X		T cell activation			IMP	MGI:1857034 	J:53219 	
MGI:1891436	Foxp3	forkhead box P3	X		T cell activation			ISO	Q9BZS1 	J:164563 	
MGI:107692	Fut7	fucosyltransferase 7	2		CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	results in the differentiation of induced T-regulatory cell		IMP	MGI:2387664 	J:137389 	
MGI:95602	Fyn	Fyn proto-oncogene	10		activated T cell proliferation			IMP	MGI:2179145 	J:70886 	
MGI:108571	Fzd5	frizzled class receptor 5	1		T cell differentiation in thymus			IMP		J:67003 	
MGI:108570	Fzd7	frizzled class receptor 7	1		T cell differentiation in thymus			IMP		J:67003 	
MGI:108460	Fzd8	frizzled class receptor 8	18		T cell differentiation in thymus			IMP		J:67003 	
MGI:1346325	Gadd45g	growth arrest and DNA-damage-inducible 45 gamma	13		T-helper 1 cell differentiation			TAS		J:79231 	
MGI:95663	Gata3	GATA binding protein 3	2		positive regulation of T cell differentiation			IDA		J:175335 	
MGI:95663	Gata3	GATA binding protein 3	2		pro-T cell differentiation			IMP	MGI:2181200 MGI:3696958 MGI:4418042 	J:155686 	
MGI:95663	Gata3	GATA binding protein 3	2		regulation of CD4-positive, alpha-beta T cell differentiation	regulates the differentiation of CL:0000492		IMP	MGI:3487291 	J:141145 	
MGI:95663	Gata3	GATA binding protein 3	2		T cell differentiation			IDA		J:20161 	
MGI:95663	Gata3	GATA binding protein 3	2		T cell differentiation			ISO	P23771 	J:18816 	
MGI:95663	Gata3	GATA binding protein 3	2		T cell differentiation in thymus			IGI	MGI:88127 	J:141145 	
MGI:95663	Gata3	GATA binding protein 3	2		T cell differentiation in thymus			IMP	MGI:2153825 	J:37093 	
MGI:95663	Gata3	GATA binding protein 3	2		T cell differentiation in thymus			IMP	MGI:2683927 	J:86996 	
MGI:95663	Gata3	GATA binding protein 3	2		T cell differentiation in thymus			IMP	MGI:4418042 	J:155686 	
MGI:95663	Gata3	GATA binding protein 3	2		T-helper 2 cell differentiation			IDA		J:165738 	
MGI:95663	Gata3	GATA binding protein 3	2		thymic T cell selection			IMP	MGI:2683927 	J:86996 	
MGI:95665	Gba	glucosidase, beta, acid	3		T cell differentiation in thymus	is a part of thymus development		IMP		J:185511 	
MGI:109368	Gimap1	GTPase, IMAP family member 1	6		T cell differentiation	happens in spleen,results in the differentiation of CD4-positive, alpha-beta T cell|happens in spleen,results in the differentiation of CD8-positive, alpha-beta T cell|happens in lymph node,results in the differentiation of CD4-positive, alpha-beta T cell|happens in lymph node,results in the differentiation of CD8-positive, alpha-beta T cell		IMP	MGI:2449947 MGI:4459837 	J:160782 	
MGI:1932723	Gimap3	GTPase, IMAP family member 3	6		negative regulation of T cell activation			ISO	RGD:628871 	J:155856 	
MGI:1932723	Gimap3	GTPase, IMAP family member 3	6		positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation			ISO	RGD:628871 	J:155856 	
MGI:1932723	Gimap3	GTPase, IMAP family member 3	6		positive regulation of gamma-delta T cell differentiation			ISO	RGD:628871 	J:155856 	
MGI:2442232	Gimap5	GTPase, IMAP family member 5	6		negative regulation of T cell activation			ISO	RGD:628871 	J:155856 	
MGI:2442232	Gimap5	GTPase, IMAP family member 5	6		positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation			ISO	RGD:628871 	J:155856 	
MGI:2442232	Gimap5	GTPase, IMAP family member 5	6		positive regulation of gamma-delta T cell differentiation			ISO	RGD:628871 	J:155856 	
MGI:95713	Gja1	gap junction protein, alpha 1	10		T cell activation			IDA		J:179248 	
MGI:95713	Gja1	gap junction protein, alpha 1	10		T cell proliferation			IMP		J:269549 	
MGI:95729	Gli3	GLI-Kruppel family member GLI3	13		negative regulation of alpha-beta T cell differentiation			IMP		J:151855 	
MGI:95729	Gli3	GLI-Kruppel family member GLI3	13		negative thymic T cell selection			IMP		J:151855 	
MGI:95729	Gli3	GLI-Kruppel family member GLI3	13		positive regulation of alpha-beta T cell differentiation			IMP		J:117284 	
MGI:95729	Gli3	GLI-Kruppel family member GLI3	13		T cell differentiation in thymus	happens in thymus,results in the differentiation of double-positive, alpha-beta thymocyte		IMP	MGI:1856276 	J:117284 	
MGI:2141180	Glmn	glomulin, FKBP associated protein	5		negative regulation of T cell proliferation			ISO	Q92990 	J:164563 	
MGI:3779469	Gm5150	predicted gene 5150	3		positive regulation of T cell activation			IBA	PTN000463164 	J:265628 	
MGI:3780136	Gm9733	predicted gene 9733	3		positive regulation of T cell activation			IBA	PTN000463164 	J:265628 	
MGI:3701966	Gm13271	predicted gene 13271	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:3701968	Gm13272	predicted gene 13272	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:3701970	Gm13275	predicted gene 13275	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:3701972	Gm13276	predicted gene 13276	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:3701974	Gm13277	predicted gene 13277	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:3649573	Gm13283	predicted gene 13283	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:95789	Gnrh1	gonadotropin releasing hormone 1	14		negative regulation of immature T cell proliferation			ISO	RGD:2720 	J:155856 	
MGI:109162	Gpam	glycerol-3-phosphate acyltransferase, mitochondrial	19		positive regulation of activated T cell proliferation	regulates a function/process that happens in spleen,regulates the proliferation of T cell		IMP	MGI:2669956 	J:143259 	
MGI:1934765	Gpnmb	glycoprotein (transmembrane) nmb	6		negative regulation of T cell activation			ISO	Q14956 	J:164563 	
MGI:1934765	Gpnmb	glycoprotein (transmembrane) nmb	6		negative regulation of T cell proliferation			ISO	Q14956 	J:164563 	
MGI:107859	Gpr18	G protein-coupled receptor 18	14		CD8-positive, alpha-beta intraepithelial T cell differentiation			IDA		J:219661 	
MGI:107859	Gpr18	G protein-coupled receptor 18	14		CD8-positive, alpha-beta intraepithelial T cell differentiation			IMP	MGI:5708707 	J:219661 	
MGI:107859	Gpr18	G protein-coupled receptor 18	14		CD8-positive, gamma-delta intraepithelial T cell differentiation			IDA		J:219661 	
MGI:107859	Gpr18	G protein-coupled receptor 18	14		CD8-positive, gamma-delta intraepithelial T cell differentiation			IMP	MGI:5708707 	J:219661 	
MGI:1914799	Gpr89	G protein-coupled receptor 89	3		T cell differentiation			IMP		J:287198 	
MGI:2442034	Gpr183	G protein-coupled receptor 183	14		T follicular helper cell differentiation			IMP		J:233676 	
MGI:95851	Gsn	gelsolin	2		regulation of establishment of T cell polarity			ISO	P06396 	J:164563 	
MGI:95895	H2-Aa	histocompatibility 2, class II antigen A, alpha	17		negative regulation of T cell proliferation			ISO	RGD:1595867 	J:155856 	
MGI:95895	H2-Aa	histocompatibility 2, class II antigen A, alpha	17		positive regulation of T cell activation			IBA	PTN000460629 	J:265628 	
MGI:95895	H2-Aa	histocompatibility 2, class II antigen A, alpha	17		positive regulation of T cell differentiation			IDA		J:31625 	
MGI:103070	H2-Ab1	histocompatibility 2, class II antigen A, beta 1	17		negative regulation of T cell proliferation			ISO	RGD:3469 	J:155856 	
MGI:103070	H2-Ab1	histocompatibility 2, class II antigen A, beta 1	17		positive regulation of alpha-beta T cell activation			IDA		J:169793 	
MGI:103070	H2-Ab1	histocompatibility 2, class II antigen A, beta 1	17		positive regulation of alpha-beta T cell activation			IMP		J:169994 	
MGI:103070	H2-Ab1	histocompatibility 2, class II antigen A, beta 1	17		positive regulation of alpha-beta T cell activation			TAS		J:20420 	
MGI:103070	H2-Ab1	histocompatibility 2, class II antigen A, beta 1	17		positive regulation of T cell activation			IBA	PTN000460629 	J:265628 	
MGI:95921	H2-DMa	histocompatibility 2, class II, locus DMa	17		positive regulation of T cell activation			IBA	PTN000460629 	J:265628 	
MGI:95921	H2-DMa	histocompatibility 2, class II, locus DMa	17		positive regulation of T cell differentiation			IMP	MGI:1861933 	J:31625 J:88532 	
MGI:95921	H2-DMa	histocompatibility 2, class II, locus DMa	17		positive regulation of T cell differentiation			IMP	MGI:2384509 	J:31624 	
MGI:95921	H2-DMa	histocompatibility 2, class II, locus DMa	17		positive regulation of T cell differentiation			IMP	MGI:2652160 	J:31786 	
MGI:95921	H2-DMa	histocompatibility 2, class II, locus DMa	17		positive thymic T cell selection			IMP	MGI:1861933 	J:31625 J:88532 	
MGI:95921	H2-DMa	histocompatibility 2, class II, locus DMa	17		positive thymic T cell selection			IMP	MGI:2384509 	J:31624 	
MGI:95921	H2-DMa	histocompatibility 2, class II, locus DMa	17		positive thymic T cell selection			IMP	MGI:2652160 	J:31786 	
MGI:95922	H2-DMb1	histocompatibility 2, class II, locus Mb1	17		positive regulation of T cell activation			IBA	PTN000460629 	J:265628 	
MGI:95922	H2-DMb1	histocompatibility 2, class II, locus Mb1	17		positive regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell			ISO	P28068 	J:164563 	
MGI:95922	H2-DMb1	histocompatibility 2, class II, locus Mb1	17		positive regulation of T cell proliferation			ISO	P28068 	J:164563 	
MGI:95923	H2-DMb2	histocompatibility 2, class II, locus Mb2	17		positive regulation of T cell activation			IBA	PTN000460629 	J:265628 	
MGI:95923	H2-DMb2	histocompatibility 2, class II, locus Mb2	17		positive regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell			ISO	P28068 	J:164563 	
MGI:95923	H2-DMb2	histocompatibility 2, class II, locus Mb2	17		positive regulation of T cell proliferation			ISO	P28068 	J:164563 	
MGI:95901	H2-Eb1	histocompatibility 2, class II antigen E beta	17		positive regulation of T cell activation			IBA	PTN000460629 	J:265628 	
MGI:95902	H2-Eb2	histocompatibility 2, class II antigen E beta2	17		positive regulation of T cell activation			IBA	PTN000460629 	J:265628 	
MGI:95915	H2-M3	histocompatibility 2, M region locus 3	17		alpha-beta T cell activation involved in immune response			IMP	MGI:3701255 	J:118960 	
MGI:95924	H2-Oa	histocompatibility 2, O region alpha locus	17		positive regulation of T cell activation			IBA	PTN000460629 	J:265628 	
MGI:95924	H2-Oa	histocompatibility 2, O region alpha locus	17		regulation of T cell differentiation			IMP	MGI:2386294 	J:65235 	
MGI:95925	H2-Ob	histocompatibility 2, O region beta locus	17		positive regulation of T cell activation			IBA	PTN000460629 	J:265628 	
MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	11		negative regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell			ISO	Q8TDQ0 	J:164563 	
MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	11		negative regulation of T cell proliferation			IMP		J:86226 	
MGI:2159682	Havcr2	hepatitis A virus cellular receptor 2	11		positive regulation of T cell proliferation			IMP		J:209885 	
MGI:104853	Hes1	hes family bHLH transcription factor 1	16		positive regulation of T cell proliferation	regulates the proliferation of T cell		IMP	MGI:2149672 	J:98892 	
MGI:109191	Hfe	homeostatic iron regulator	13		negative regulation of CD8-positive, alpha-beta T cell activation			ISO	Q30201 	J:164563 	
MGI:96109	Hlx	H2.0-like homeobox	1		negative regulation of T-helper 2 cell differentiation	regulates the differentiation of T-helper 2 cell		IGI	MGI:105367 	J:126429 	
MGI:96109	Hlx	H2.0-like homeobox	1		negative regulation of T-helper 2 cell differentiation	regulates the differentiation of T-helper 2 cell		IMP	MGI:2182089 	J:126429 	
MGI:96109	Hlx	H2.0-like homeobox	1		positive regulation of T-helper 1 cell differentiation	regulates the differentiation of T-helper 1 cell		IGI	MGI:105367 	J:126429 	
MGI:96109	Hlx	H2.0-like homeobox	1		positive regulation of T-helper 1 cell differentiation	regulates the differentiation of T-helper 1 cell		IMP	MGI:2182089 	J:126429 	
MGI:96113	Hmgb1	high mobility group box 1	5		negative regulation of CD4-positive, alpha-beta T cell differentiation			ISO	P09429 	J:164563 	
MGI:96113	Hmgb1	high mobility group box 1	5		positive regulation of activated T cell proliferation			ISO	P09429 	J:164563 	
MGI:96113	Hmgb1	high mobility group box 1	5		T-helper 1 cell activation			ISO	P09429 	J:164563 	
MGI:96113	Hmgb1	high mobility group box 1	5		T-helper 1 cell differentiation			ISO	P09429 	J:164563 	
MGI:1913224	Hs1bp3	HCLS1 binding protein 3	12		T cell differentiation			TAS		J:64960 	
MGI:2676364	Hsh2d	hematopoietic SH2 domain containing	8		T cell activation			IDA		J:85736 	
MGI:96250	Hsp90aa1	heat shock protein 90, alpha (cytosolic), class A member 1	12		positive regulation of cytotoxic T cell differentiation			TAS		J:113936 	
MGI:96240	Hspb1	heat shock protein 1	5		negative regulation of regulatory T cell differentiation			ISO	RGD:61306 	J:155856 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		positive regulation of T cell activation			IBA	PTN002900230 	J:265628 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		positive regulation of T cell activation			IDA		J:120927 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		positive regulation of T cell activation			ISO	P10809 	J:164563 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		T cell activation			IBA	PTN002900230 	J:265628 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		T cell activation	has the participant T cell		IDA		J:94477 J:120927 J:131964 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		T cell activation	has the participant T cell		IGI	MGI:107658 	J:120927 	
MGI:96242	Hspd1	heat shock protein 1 (chaperonin)	1		T cell activation			ISO	P10809 	J:73065 	
MGI:105053	Hsph1	heat shock 105kDa/110kDa protein 1	5		positive regulation of NK T cell activation			TAS		J:172886 	
MGI:96392	Icam1	intercellular adhesion molecule 1	9		T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell			ISO	P05362 	J:164563 	
MGI:1858745	Icos	inducible T cell co-stimulator	1		T cell costimulation			IBA	PTN000467461 	J:265628 	
MGI:1858745	Icos	inducible T cell co-stimulator	1		T cell costimulation			ISO	RGD:620123 	J:155856 	
MGI:1354701	Icosl	icos ligand	10		positive regulation of activated T cell proliferation			TAS		J:114030 	
MGI:1354701	Icosl	icos ligand	10		T cell activation			NAS		J:87124 	
MGI:96416	Ido1	indoleamine 2,3-dioxygenase 1	8		negative regulation of activated T cell proliferation			IMP	MGI:3505776 	J:132719 	
MGI:96416	Ido1	indoleamine 2,3-dioxygenase 1	8		negative regulation of T cell proliferation	regulates the proliferation of T cell		IMP	MGI:3505776 	J:132719 	
MGI:107668	Ifna1	interferon alpha 1	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:107668	Ifna1	interferon alpha 1	4		T cell activation involved in immune response			IDA		J:143727 	
MGI:107666	Ifna2	interferon alpha 2	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:107664	Ifna4	interferon alpha 4	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:107663	Ifna5	interferon alpha 5	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:107662	Ifna6	interferon alpha 6	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:107661	Ifna7	interferon alpha 7	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:107659	Ifna9	interferon alpha 9	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:109210	Ifna11	interferon alpha 11	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:2676324	Ifna12	interferon alpha 12	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:2667155	Ifna13	interferon alpha 13	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:3641425	Ifna14	interferon alpha 14	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:3649418	Ifna15	interferon alpha 15	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:3649260	Ifna16	interferon alpha 16	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:1097683	Ifnab	interferon alpha B	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:107658	Ifnar1	interferon (alpha and beta) receptor 1	16		T cell activation	has the participant T cell		IGI	MGI:96242 	J:120927 	
MGI:107657	Ifnb1	interferon beta 1, fibroblast	4		negative regulation of T cell differentiation			ISO	P01574 	J:164563 	
MGI:107657	Ifnb1	interferon beta 1, fibroblast	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:2667156	Ifne	interferon epsilon	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:107656	Ifng	interferon gamma	10		CD8-positive, alpha-beta T cell differentiation involved in immune response			IDA		J:143981 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response			ISO	P01579 	J:164563 	
MGI:107656	Ifng	interferon gamma	10		positive regulation of T cell proliferation	regulates the proliferation of peritoneal macrophage		IDA		J:107465 	
MGI:2683287	Ifnk	interferon kappa	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:2448469	Ifnz	interferon zeta	4		T cell activation involved in immune response			IBA	PTN000914537 	J:265628 	
MGI:96432	Igf1	insulin-like growth factor 1	10		positive regulation of activated T cell proliferation			ISO	P05019 	J:164563 	
MGI:96434	Igf2	insulin-like growth factor 2	7		positive regulation of activated T cell proliferation			IBA	PTN005325037 	J:265628 	
MGI:96434	Igf2	insulin-like growth factor 2	7		positive regulation of activated T cell proliferation			ISO	P01344 	J:164563 	
MGI:96437	Igfbp2	insulin-like growth factor binding protein 2	1		positive regulation of activated T cell proliferation			ISO	P18065 	J:164563 	
MGI:96533	Ihh	Indian hedgehog	1		negative regulation of alpha-beta T cell differentiation			IMP		J:145997 	
MGI:96533	Ihh	Indian hedgehog	1		negative regulation of immature T cell proliferation in thymus			IMP		J:145997 	
MGI:96533	Ihh	Indian hedgehog	1		negative regulation of T cell differentiation in thymus			IMP		J:145997 	
MGI:96533	Ihh	Indian hedgehog	1		positive regulation of alpha-beta T cell differentiation			IMP		J:145997 	
MGI:96533	Ihh	Indian hedgehog	1		positive regulation of T cell differentiation in thymus			IMP		J:145997 	
MGI:1342540	Ikzf1	IKAROS family zinc finger 1	11		positive regulation of NK T cell differentiation		PR:Q03267-1	IMP	MGI:2158690 MGI:2158738 	J:56206 	
MGI:1342540	Ikzf1	IKAROS family zinc finger 1	11		T cell differentiation			IMP	MGI:2158738 	J:20671 	
MGI:96542	Il1a	interleukin 1 alpha	2		positive regulation of immature T cell proliferation in thymus			IBA	PTN000008680 	J:265628 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of immature T cell proliferation in thymus			IBA	PTN000008680 	J:265628 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of immature T cell proliferation in thymus			ISO	RGD:2891 	J:155856 	
MGI:96543	Il1b	interleukin 1 beta	2		positive regulation of T cell proliferation			ISO	P01584 	J:164563 	
MGI:1913107	Il1rl2	interleukin 1 receptor-like 2	1		positive regulation of T cell differentiation			IMP		J:191418 	
MGI:96548	Il2	interleukin 2	3		negative regulation of T-helper 17 cell differentiation			IGI	URS000039ED8D_10090 	J:220376 	
MGI:96548	Il2	interleukin 2	3		positive regulation of activated T cell proliferation	regulates the proliferation of T cell		IDA		J:64279 J:98326 	
MGI:96548	Il2	interleukin 2	3		positive regulation of activated T cell proliferation	regulates the proliferation of T cell		IMP	MGI:1857191 	J:39989 	
MGI:96548	Il2	interleukin 2	3		positive regulation of activated T cell proliferation			ISO	P60568 	J:73065 	
MGI:96548	Il2	interleukin 2	3		positive regulation of regulatory T cell differentiation			ISO	RGD:620047 	J:155856 	
MGI:96548	Il2	interleukin 2	3		positive regulation of T cell differentiation			ISO	RGD:620047 	J:155856 	
MGI:96548	Il2	interleukin 2	3		positive regulation of T cell proliferation	regulates the proliferation of T cell		IDA		J:1013 	
MGI:96548	Il2	interleukin 2	3		positive regulation of T cell proliferation			IMP	MGI:1857191 	J:191418 	
MGI:96548	Il2	interleukin 2	3		positive regulation of T cell proliferation			ISO	RGD:620047 	J:155856 	
MGI:96548	Il2	interleukin 2	3		regulation of T cell homeostatic proliferation	regulates the proliferation of CD4-positive, CD25-positive, alpha-beta regulatory T cell		IMP	MGI:1857191 	J:112602 	
MGI:96549	Il2ra	interleukin 2 receptor, alpha chain	2		negative regulation of T cell proliferation			IMP	MGI:1857192 	J:84826 	
MGI:96549	Il2ra	interleukin 2 receptor, alpha chain	2		positive regulation of activated T cell proliferation	regulates the proliferation of T cell		IMP	MGI:1857192 	J:64279 	
MGI:96549	Il2ra	interleukin 2 receptor, alpha chain	2		positive regulation of T cell differentiation			ISO	RGD:2895 	J:155856 	
MGI:96549	Il2ra	interleukin 2 receptor, alpha chain	2		positive regulation of T cell proliferation			ISO	RGD:2895 	J:155856 	
MGI:96549	Il2ra	interleukin 2 receptor, alpha chain	2		regulation of T cell homeostatic proliferation	regulates the proliferation of CD4-positive, CD25-positive, alpha-beta regulatory T cell		IMP	MGI:1857192 	J:112602 	
MGI:96551	Il2rg	interleukin 2 receptor, gamma chain	X		positive regulation of CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	regulates the differentiation of T cell		IMP	MGI:1857455 	J:112602 	
MGI:96551	Il2rg	interleukin 2 receptor, gamma chain	X		positive regulation of T cell differentiation in thymus	happens in thymus,regulates the differentiation of T cell		IMP	MGI:1857455 	J:52019 	
MGI:96551	Il2rg	interleukin 2 receptor, gamma chain	X		positive regulation of T cell differentiation in thymus	happens in thymus,regulates the differentiation of T cell		IMP	MGI:2429736 	J:42537 	
MGI:96556	Il4	interleukin 4	11		negative regulation of T cell activation			IDA		J:143168 	
MGI:96556	Il4	interleukin 4	11		negative regulation of T-helper 17 cell differentiation			IBA	PTN002934025 	J:265628 	
MGI:96556	Il4	interleukin 4	11		negative regulation of T-helper 17 cell differentiation			IDA		J:141227 	
MGI:96556	Il4	interleukin 4	11		positive regulation of activated T cell proliferation	regulates the proliferation of T cell		IDA		J:98326 J:112035 	
MGI:96556	Il4	interleukin 4	11		positive regulation of T cell differentiation			IBA	PTN002934025 	J:265628 	
MGI:96556	Il4	interleukin 4	11		positive regulation of T cell differentiation			ISO	P05112 	J:164563 	
MGI:96556	Il4	interleukin 4	11		positive regulation of T cell proliferation	regulates the proliferation of T cell		IDA		J:1013 	
MGI:96556	Il4	interleukin 4	11		positive regulation of T cell proliferation			IDA		J:143168 	
MGI:96556	Il4	interleukin 4	11		T cell activation			ISO	P05112 	J:164563 	
MGI:96556	Il4	interleukin 4	11		T-helper 1 cell lineage commitment			IGI	MGI:103034 	J:165738 	
MGI:96556	Il4	interleukin 4	11		T-helper 2 cell differentiation			IBA	PTN002934025 	J:265628 	
MGI:96556	Il4	interleukin 4	11		T-helper 2 cell differentiation			IDA		J:165738 	
MGI:109552	Il4i1	interleukin 4 induced 1	7		negative regulation of T cell activation			ISO	Q96RQ9 	J:164563 	
MGI:109552	Il4i1	interleukin 4 induced 1	7		negative regulation of T cell proliferation			ISO	Q96RQ9 	J:164563 	
MGI:109552	Il4i1	interleukin 4 induced 1	7		positive regulation of regulatory T cell differentiation			IDA		J:229708 	
MGI:109552	Il4i1	interleukin 4 induced 1	7		positive regulation of regulatory T cell differentiation			ISO	Q96RQ9 	J:164563 	
MGI:5439399	Il4i1b	interleukin 4 induced 1B	7		negative regulation of T cell activation			ISO	Q96RQ9 	J:164563 	
MGI:5439399	Il4i1b	interleukin 4 induced 1B	7		negative regulation of T cell proliferation			ISO	Q96RQ9 	J:164563 	
MGI:5439399	Il4i1b	interleukin 4 induced 1B	7		positive regulation of regulatory T cell differentiation			ISO	Q96RQ9 	J:164563 	
MGI:105367	Il4ra	interleukin 4 receptor, alpha	7		negative regulation of T-helper 1 cell differentiation	regulates the differentiation of CL:0000545		IGI	MGI:96109 	J:126429 	
MGI:105367	Il4ra	interleukin 4 receptor, alpha	7		positive regulation of T-helper 2 cell differentiation	regulates the differentiation of CL:0000546		IGI	MGI:96109 	J:126429 	
MGI:96559	Il6	interleukin 6	5		positive regulation of T cell proliferation			ISO	P05231 	J:164563 	
MGI:96559	Il6	interleukin 6	5		positive regulation of T-helper 2 cell differentiation	regulates the differentiation of T-helper 2 cell		IDA		J:81987 	
MGI:96559	Il6	interleukin 6	5		T cell activation			IGI	MGI:98725 	J:141227 	
MGI:96559	Il6	interleukin 6	5		T follicular helper cell differentiation			IMP		J:190912 	
MGI:96559	Il6	interleukin 6	5		T-helper 17 cell lineage commitment			IDA		J:260609 	
MGI:96559	Il6	interleukin 6	5		T-helper 17 cell lineage commitment			IMP		J:115922 	
MGI:105304	Il6ra	interleukin 6 receptor, alpha	3		T-helper 17 cell lineage commitment			IDA		J:260609 	
MGI:96560	Il6st	interleukin 6 signal transducer	13		positive regulation of T cell proliferation			ISO	P40189 	J:164563 	
MGI:96561	Il7	interleukin 7	3		positive regulation of T cell differentiation			IDA		J:88139 	
MGI:96561	Il7	interleukin 7	3		T cell lineage commitment	happens in thymus,happens in T cell		IMP	MGI:1857652 	J:42039 	
MGI:96562	Il7r	interleukin 7 receptor	15		positive regulation of T cell differentiation in thymus	happens in thymus,regulates the differentiation of T cell		IMP	MGI:1857198 	J:41241 	
MGI:96562	Il7r	interleukin 7 receptor	15		T cell differentiation			IGI	MGI:88138 	J:41239 	
MGI:96562	Il7r	interleukin 7 receptor	15		T cell differentiation	happens in thymus,results in the differentiation of T cell|happens in spleen,results in the differentiation of T cell		IMP	MGI:1857198 	J:41239 	
